src,mt,labse_score,type,source_file,line_idx,comet_score
Somebody spray-painted the word asshole on your door?,有人在你的門上用油漆噴了「屁|眼」兩個字？,0.8577677011489868,1:1,aligned_ch10.jsonl,16,0.7353065013885498
He would feel it somehow.,他會以某種方式感受到的。,0.9161644577980042,1:1,aligned_ch16.jsonl,55,0.7353411316871643
"They each shook your hand at the appointments and said how sorry they were, but they weren’t really sorry.",約見時他們兩人都與你握了手，並表示非常遺憾。可他們並非真的遺憾，他們為什麼要遺憾呢？,0.6913158893585205,1:2,aligned_ch6.jsonl,50,0.7353604435920715
The knife.,「刀。,0.7537664771080017,1:1,aligned_ch35.jsonl,204,0.7353689670562744
“Go to the police.”,「會去報警。」,0.7911442518234253,1:1,aligned_ch25.jsonl,124,0.7354145050048828
"“I had to, once you’d mentioned the journal.",「肯定的，因為你提到了日記。,0.7163667678833008,1:1,aligned_ch35.jsonl,88,0.7354311943054199
"Come on, we have to go in and prove he did these things.”",來，我們必須進去，證明他殺了人。」,0.7420852184295654,1:1,aligned_ch30.jsonl,118,0.7354459762573242
"It’s sensory overload. Too much information all in one hit, and he and Henry and even Captain A are all switched off into darkness, but then one simple piece of information sneaks in and reboots his system: he is Jerry Grey and he is a monster. “Jerry?”",這是感官超負荷的反應，太多的信息擁擠碰撞在一起，他、亨利還有「阿爾茨船長」都陷入深深的黑暗，隨後，一條簡單至極的結論悄然而至，重新啟動了他的意識：他是傑瑞·格雷，他是一個怪物。,0.7824898362159729,3:1,aligned_ch18.jsonl,154,0.7354955077171326
"I like a good crime novel, you know?",傑瑞說。「也許吧。你知道嗎，我喜歡寫得好的犯罪小說，我喜歡懸疑。,0.6653744578361511,1:3,aligned_ch9.jsonl,67,0.7355328798294067
“At the house?”,「在屋子裡？」,0.9545152187347412,1:1,aligned_ch32.jsonl,256,0.7355712652206421
"“I wasn’t planning on it,” Hans says.",「本來沒有這個打算的。」漢斯說，「我想帶你去警局。」,0.6525769233703613,1:2,aligned_ch35.jsonl,86,0.7356976270675659
"You went to the office door to call to Sandra, and as soon as your back was to me I injected you in the neck.",你到寫作房門口，去叫桑德拉，你背對著我時，我就在你脖子上打了一針。,0.7942789793014526,1:1,aligned_ch35.jsonl,181,0.7356998920440674
"It’s looking like Henry isn’t a dessert guy, but a rape and murder guy.",亨利並不喜歡甜點，他是個強|奸犯，是個殺人兇手。,0.7023706436157227,1:1,aligned_ch34.jsonl,65,0.7358338832855225
"Soon an intersection has to make sense. He reaches a park two blocks later. There’s a bunch of playground equipment in the middle but, thankfully, no kids, which means he can sit on the bench and not have anybody rush over to call him a child molester while he’s collecting his thoughts.",穿過兩條街后，他來到了公園，公園中間有兒童遊樂場，不過還好，遊樂場里沒有小孩子，這意味著他可以坐在長椅上整理思緒，不必擔心有人跑過來說他是來猥褻兒童的。,0.7952471971511841,3:1,aligned_ch16.jsonl,45,0.7358840107917786
"“She’ll be fine,” Hans says.",「她會沒事的。」漢斯說，「看看我發現了什麼。」,0.7312526702880859,1:2,aligned_ch30.jsonl,205,0.735890805721283
"Day thirty. There’s a couch in the office. The Thinking Couch. You’ll lie there sometimes and come up with ideas for the books, work on solutions, lie there and listen to Springsteen cranked so loud the pens will roll off the desk.",第三十天，寫作房裡有張「思考沙發」，以前，你總會躺在那裡一邊構思書稿，一邊聽著斯普林斯汀那蕩氣迴腸的音樂。,0.7374244928359985,4:1,aligned_ch34.jsonl,46,0.7359719276428223
"You can do it, Henry says, and Jerry decides it’s neither here nor there.",「你可以做到。」亨利說，但傑瑞認為這無關緊要了。,0.728762149810791,1:2,aligned_ch28.jsonl,27,0.7361263632774353
"You’re actually a pretty good cook. It’s one of your things—and you don’t have many things. You can write, you can play pool, you know some card tricks, you can catch Alzheimer’s like catching a cold, and you can cook.",你其實是一個手藝不錯的廚師，也算是你為數不多的拿得出手的東西：你會寫作，會打檯球，知道一些打牌的竅門，會像得感冒一樣患上阿爾茨海默病，當然了，還有做飯。,0.8730025887489319,3:1,aligned_ch6.jsonl,53,0.7361327409744263
"Hans came over yesterday. You hadn’t invited him because Sandra said you couldn’t see him anymore, but he showed up unannounced and Sandra couldn’t bring herself to ask him to leave.",昨天漢斯過來了，你並沒有邀請他，因為桑德拉說你不許再見他。,0.8183151483535767,2:1,aligned_ch15.jsonl,42,0.7362077236175537
"On days when they don’t have time to answer my questions, they just medicate me.",他們不回答我問題的時候，他們只給我治療。,0.7557927370071411,1:1,aligned_ch37.jsonl,6,0.7362195253372192
They give you Alzheimer’s too?”,是他們讓你患上阿爾茨海默病的嗎？」,0.8088809251785278,1:1,aligned_ch20.jsonl,150,0.7362825870513916
"“I want you to get rid of the gun,” she said, staying calm.",「我想讓你把槍處理掉。」她平靜地說。,0.8201494216918945,1:2,aligned_ch5.jsonl,46,0.7362830638885498
"His mouth is dry. His heart is hammering again, and soon it won’t be able to hammer anymore.",他的嘴巴乾澀，心臟再次狂跳，但很快就平息了。,0.7513152360916138,2:1,aligned_ch35.jsonl,142,0.7363009452819824
"“This is the house where Sandra died, Jerry, and you may be about to read your own account of being her killer.",「桑德拉就死在這座房子里，傑瑞，你可能會讀到親手殺死她的陳述。,0.8314684629440308,1:1,aligned_ch11.jsonl,121,0.7365728616714478
"You found the loose floorboard when you moved into the house, and at the time thought it’d be a good place to hide a gun, so gave that to the character you were writing about at the time.",是的，絕對是的。當你搬進來時發現了那塊鬆動的地板，你覺得這是塊藏槍的好地方，所以就把這一想法賦予書中的角色了。,0.6931469440460205,1:2,aligned_ch5.jsonl,88,0.7365997433662415
"Rice was thrown at the end and people clapped as the happy couple walked back down the aisle, arms linked, lives linked.",人們向新郎和新娘身上拋撒稻米，幸福的新人又走回甬道，手臂相挽，心意相連，生命交織。人們在熱烈鼓掌。,0.7171344757080078,1:2,aligned_ch20.jsonl,55,0.7367697954177856
"I think it might have been a mistake bringing you here. If I had known it still looked like this,” she says, but doesn’t finish the thought.",我想帶你到這兒來可能是個錯誤，要是我早知道會這樣的話……」她說，但沒說完。,0.8070888519287109,2:1,aligned_ch12.jsonl,168,0.7368873357772827
"“You can do better,” Hans says.",「你可以寫得更好。」漢斯說。,0.855726957321167,1:2,aligned_ch36.jsonl,29,0.7369000911712646
People have to be messed up first. By the time our books come along there’s already something seriously wrong with them.”,人們首先會心懷惡意，等到我的書出版時，他們心中鬼胎已經深種了。」,0.7175469994544983,2:1,aligned_ch9.jsonl,124,0.7370257377624512
"Terrance asks. “You pour your life and soul into a novel, and somebody can dissect it in all sorts of cruel ways in such a short time.”",特倫斯問，「您把生命和靈魂都傾注到小說之中，人們可以在片刻之間以痛苦的方式解讀出來。」,0.7811819314956665,2:1,aligned_ch12.jsonl,189,0.7371114492416382
They’ll probably go back further too. They’re going to say I got sick five years ago. Or ten.,可能會更離譜，他們會說我是五年前得的病，或十年前得的病。,0.8500452041625977,3:1,aligned_ch19.jsonl,111,0.7371475696563721
"You asked why she was living in your house. She asked who you were, and you were . . . a little unsure, but you had your wallet, it had your driver’s license (Sandra in all her Let’s control Jerry wisdom at least didn’t take that off you), and once your name was out in the open you became Functioning Jerry, at least a little, and you told her where you lived.",你問她為什麼住在你的房子里，結果她問你是誰，你是……你有點兒不確定，但你帶著錢包，裏面有你的駕照（桑德拉只是想控制你，但她至少沒有把駕照拿走），你的名字終於水落石出了，現在你就成了正常的傑瑞，至少你能告訴她你住在哪兒。,0.8906035423278809,3:1,aligned_ch11.jsonl,17,0.737167477607727
Presses the bottom corner of the wall. An opposite corner juts out.,按動牆的底角，這時對面的牆角會推出來。,0.8096106648445129,2:1,aligned_ch32.jsonl,252,0.7372027635574341
"What about the bag, Jerry?",塑料袋呢，傑瑞？,0.8313987851142883,1:1,aligned_ch19.jsonl,158,0.7374366521835327
Ha—not drink. Do. Better things to do.,哈，不喝酒，還有更要緊的事情要做。,0.7417287230491638,3:1,aligned_ch10.jsonl,11,0.7378768920898438
"And Jerry loves being in Germany, even if he does only know a couple of phrases—Mein name ist Henry, because Henry is who they think he is. Henry Cutter.",傑瑞喜歡待在德國，即使他只知道幾個短語，「MeinNameistHenry」（我的名字叫亨利），他就是他們念念不忘的亨利·卡特。,0.8518986105918884,2:1,aligned_ch3.jsonl,59,0.7381210327148438
"You are planning on cutting back before the wedding —if you’re going to forget Eva’s name when you’re giving her away at the altar, you’d rather it be from dementia than from being a raging drunk.",你打算在婚禮到來之前削減酒量，如果在婚禮上把伊娃交到新郎手上時忘記她的名字，你寧願這是因為老年痴呆症，也不願是因為爛醉如泥。,0.7795363068580627,1:1,aligned_ch16.jsonl,24,0.7382495403289795
"No doubt the party became more raucous once the old-timers had gone, that Rick and his friends drunk their way along to a strip joint, but for you it was just dinner and no wine but water, some overcooked chicken, and a soggy salad.",不過一旦長輩不在場了，派對就變得更加熱鬧。瑞克和他的朋友們都喝高了，派對幾乎變成了脫衣舞俱樂部。不過對你來說，這隻是一頓晚飯而已，你沒有飲酒，只是喝了點水，吃了些雞肉和沙拉。,0.822963297367096,1:3,aligned_ch18.jsonl,2,0.7382498979568481
"Summer is approaching and the days are getting longer, and you need to enjoy every sunset that you can now because you never know when it will be your last—at least the last one you’re conscious of.",夏天將至，白日越來越漫長，你想欣賞每一抹殘陽，因為你永遠不知道什麼時候會是你最後一次欣賞它，至少趁你還有意識的時候要好好欣賞。,0.8408688902854919,1:1,aligned_ch15.jsonl,45,0.7383090853691101
She changes the angle of the hockey stick to make it look more threatening to prove her point.,她改變曲棍球棒的角度，讓它看起來更具有威脅性，以證明她不是在說笑而已。,0.8128706216812134,1:1,aligned_ch27.jsonl,225,0.7383562922477722
They tell me I spend half the week not knowing anything at all now.,他們告訴我，我一個星期一半的時間完全沒有意識。,0.8127886056900024,1:1,aligned_ch31.jsonl,9,0.7384238839149475
